date,away,home,vegasHomeLine,bbmiHomeLine,bbmiWinProb,actualAwayScore,actualHomeScore,fakeBet,fakeWin,vegaswinprob
2026-01-20,Michigan State,Oregon,10.5,9.5,0.17030388211332703,68,52,100,0,0
2026-01-21,Charleston Southern,Presbyterian,1.5,-1.5,0.5241778282212444,83,87,100,183,0
2026-01-21,North Alabama,Queens University,-12.5,-15.5,0.953044873144361,62,87,100,191,0
2026-01-21,Temple,Rice,1.5,1.5,0.43447437617152096,69,65,,,0
2026-01-21,Rhode Island,Richmond,-2.5,-5.5,0.7186229380358948,69,68,100,0,0
,,,,,,,,,,
2026-01-21,Oregon State,Saint Mary's,-18.5,-21.5,0.9910496722626148,51,81,100,195,0
2026-01-21,Kennesaw State,Sam Houston State,-6.5,-9.5,0.8283593036746415,87,93,100,0,0
2026-01-21,Washington State,San Diego,2.5,-4.5,0.6558526530993634,92,96,100,200,0
2026-01-21,Loyola Marymount,Seattle,-4.5,-6.5,0.7531507163687581,59,69,100,195,0
2026-01-20,Oklahoma,South Carolina,-4.5,-2.5,0.6091136033694788,76,85,100,0,0
2026-01-21,UNC Asheville,USC Upstate,0,-5.5,0.7224195734156196,83,69,100,0,0
2026-01-21,Utah Valley,Southern Utah,11.5,8.5,0.18028837062561964,70,84,100,191,0
2026-01-20,Loyola (IL),St. Bonaventure,4.5,-17.5,0.9736294273031764,70,84,100,191,0
2026-01-20,Seton Hall,St. John's,-7.5,-6.5,0.7478409919559298,60,65,100,187,0
2026-01-21,Virginia Tech,Syracuse,-3.5,-0.5,0.5104967671355697,76,74,100,200,0
2026-01-20,Oklahoma State,TCU,-8.5,-3.5,0.6502822297156721,65,68,100,191,0
2026-01-21,Mississippi St.,Texas A&M,-7.5,-12.5,0.9032084008937558,68,88,100,191,0
2026-01-21,Furman,The Citadel,10.5,11.5,0.10665018355510847,75,77,100,0,0
2026-01-21,Memphis,Tulsa,-5.5,-9.5,0.8534982460446019,66,83,100,191,0
2026-01-20,Purdue,UCLA,5.5,3.5,0.37778487596655475,67,69,100,187,0
2026-01-20,Evansville,Illinois-Chicago,-8.5,-15.5,0.9483073427543848,49,76,100,183,0
2026-01-21,Northwestern,USC,-6.5,-3.5,0.629834411995756,74,68,100,191,0
2025-12-29,Tarleton State,Texas-Arlington,-3.5,-8.5,0.8019844660375831,133,134,100,0,0
2026-01-20,UNLV,Utah State,-16.5,-11.5,0.8812295332765495,86,76,100,191,0
2026-01-21,UNC Greensboro,VMI,1.5,-3.5,0.6100240886113155,85,78,100,0,0
2026-01-21,Southern Illinois,Valparaiso,-1.5,-4.5,0.6545838877434094,63,69,100,191,0
2026-01-21,Georgetown,Villanova,-9.5,-9.5,0.8360910315577406,51,66,,,0
2026-01-20,SMU,Wake Forest,1.5,2.5,0.4151233468071033,91,79,100,180,0
2026-01-21,Liberty,Western Kentucky,1.5,4.5,0.3330253100816799,76,69,100,183,0
2026-01-20,Bowling Green,Western Michigan,5.5,7.5,0.20363394846655813,72,54,100,187,0
2026-01-21,East Carolina,Wichita State,-13.5,-19.5,0.9828212952480692,60,77,100,191,0
2026-01-21,Radford,Winthrop,-10.5,-14.5,0.9430039121212185,75,76,100,0,0
2026-01-21,Samford,Wofford,-4.5,-5.5,0.6973934800990257,78,88,100,191,0
2026-01-21,Cleveland State,Wright State,-16.5,-16.5,0.9622834712374004,85,79,,,0
2026-01-20,Boise State,Wyoming,1.5,-4.5,0.6567302131065254,81,65,100,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2026-01-22,Louisiana,Appalachian State,-8.5,-17.5,0.9718956994255656,58,72,100,191,0
2026-01-22,Florida Gulf Coast,Austin Peay,-3.5,-12.5,0.9162500027609864,62,83,100,187,0
2026-01-22,Long Beach State,Cal State Fullerton,-2.5,-7.5,0.7709159382067619,61,71,100,187,0
2026-01-22,Campbell,Charleston,-3.5,-3.5,0.6352027386576649,83,87,,,0
2026-01-22,Texas State,Coastal Carolina,-2.5,-3.5,0.6374058651192489,70,72,100,0,0
2026-01-22,North Dakota State,Denver,4.5,7.5,0.23139461920387572,82,77,100,191,0
2026-01-22,Portland State,Eastern Washington,2.5,9.5,0.1534595768263487,65,61,100,200,0
2026-01-22,Towson,Elon,-2.5,-3.5,0.6333561942148214,72,59,100,0,0
2026-01-22,Niagara,Fairfield,-10.5,-10.5,0.8706963296219554,61,62,,,0
2026-01-22,Arkansas State,Georgia Southern,1.5,5.5,0.2963284210350754,85,68,100,200,0
2026-01-22,Southern Miss,Georgia State,-1.5,-0.5,0.517512370770439,62,69,100,0,0
2026-01-22,Monmouth,Hampton,-1.5,-4.5,0.651494340792228,63,65,100,200,0
2026-01-22,Cal State Bakersfield,Hawaii,-15.5,-19.5,0.9815498283307272,71,98,100,195,0
2026-01-22,Sacramento State,Idaho,-9.5,-13.5,0.9194892759470226,76,86,100,187,0
2026-01-22,Merrimack,Iona,1.5,-3.5,0.6324523687398005,60,61,100,180,0
2026-01-22,Bellarmine,Jacksonville,-3.5,-6.5,0.7600302895587288,77,70,100,0,0
2026-01-22,South Alabama,James Madison,-3.5,4.5,0.3352680538956754,90,83,100,195,0
2026-01-22,Tennessee Tech,Lindenwood,-8.5,-17.5,0.9696408149249685,68,89,100,191,0
2026-01-22,Stetson,Lipscomb,-14.5,-18.5,0.9779449167787486,74,79,100,0,0
2026-01-22,Albany,Maine,5.5,4.5,0.3306005200275203,49,52,100,187,0
,,,,,,,,,,
2026-01-22,Weber State,Montana,-5.5,-5.5,0.7100750698617353,65,81,,,0
2026-01-22,Idaho State,Montana State,-6.5,-9.5,0.848580753013055,62,74,100,195,0
2026-01-22,Western Illinois,Morehead State,-8.5,-16.5,0.9652324344637202,66,71,100,0,0
2026-01-22,Quinnipiac,Mount St. Mary's,4.5,7.5,0.2082970073666307,77,62,100,200,0
2026-01-22,Binghamton,New Hampshire,-7.5,-12.5,0.9122775662016399,82,88,100,0,0
2026-01-22,Missouri State,New Mexico State,-5.5,-8.5,0.8136085619294732,84,75,100,0,0
2026-01-22,Hofstra,North Carolina A&T,9.5,9.5,0.14757541351633252,78,79,,,0
2026-01-22,Eastern Kentucky,North Florida,6.5,-1.5,0.5291676751336354,85,87,100,191,0
2026-01-22,Stony Brook,Northeastern,-3.5,3.5,0.37792565163244785,95,80,100,187,0
2026-01-22,North Dakota,Oral Roberts,1.5,-2.5,0.5675108192574256,79,62,100,0,0
2026-01-22,Wisconsin,Penn State,5.5,10.5,0.12633156799549428,98,71,100,191,0
2026-01-22,Milwaukee,Robert Morris,-5.5,-11.5,0.8818198565230273,76,88,100,191,0
,,,,,,,,,,
2026-01-22,Tennessee State,SIU-Edwardsville,-1.5,-4.5,0.6666593115244454,66,74,100,200,0
2026-01-22,Canisius,Sacred Heart,-9.5,-9.5,0.8422276667605875,66,69,,,0
2026-01-22,Marist,Siena,-1.5,1.5,0.4529810060920081,50,69,100,0,0
2026-01-22,Eastern Illinois,Southern Indiana,-2.5,8.5,0.19257553656942594,59,51,100,200,0
2026-01-22,South Dakota State,St. Thomas,-7.5,-7.5,0.7691690739710824,69,74,,,0
2026-01-22,South Florida,UAB,2.5,2.5,0.4231883293908183,82,69,,,0
2026-01-22,UC San Diego,UC Davis,2.5,1.5,0.4435655344578827,80,74,100,0,0
2026-01-22,UC Irvine,UC Riverside,9.5,10.5,0.14346813560596694,80,66,100,183,0
2026-01-22,Cal Poly,UC Santa Barbara,-8.5,-15.5,0.9539466341003262,67,107,100,187,0
2026-01-22,NJIT,UMBC,-6.5,-11.5,0.8909996300594288,74,87,100,195,0
2026-01-22,Vermont,Umass Lowell,4.5,2.5,0.4116423665643688,77,68,100,0,0
2026-01-22,Florida International,UTEP,1.5,3.5,0.3585099660333141,77,83,100,0,0
2026-01-22,Central Arkansas,West Georgia,3.5,6.5,0.23625990944525133,86,65,100,191,0
2026-01-22,UNC Wilmington,William & Mary,-1.5,-4.5,0.668597758165067,70,77,100,191,0
2026-01-22,Green Bay,Youngstown State,-6.5,-7.5,0.7673950426440597,81,88,100,191,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2026-01-23,Massachusetts,Buffalo,6.5,-0.5,0.5042907631328322,68,67,100,183,0
2026-01-23,Marquette,Butler,-7.5,-10.5,0.8762929186435858,76,87,100,183,0
2026-01-23,Fairleigh Dickinson,Central Connecticut,10.5,-14.5,0.9397872950512219,76,66,100,200,0
2026-01-23,Tulane,Charlotte,-5.5,-2.5,0.5870364652345053,70,73,100,191,0
2026-01-23,Utah State,Colorado State,5.5,1.5,0.43501302519225127,65,61,100,191,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2026-01-24,Tennessee,Alabama,-5.5,-2.5,0.5782166520339698,79,73,100,183,0
2026-01-24,Cincinnati,Arizona State,2.5,2.5,0.40872712228743124,68,82,,,0
2026-01-24,West Virginia,Arizona,-18.5,-13.5,0.9501625491925899,53,88,100,0,0
2026-01-24,LSU,Arkansas,-10.5,-9.5,0.8406298795576244,81,85,100,187,0
2026-01-24,Utah,BYU,-18.5,-16.5,0.9597330461166265,78,91,100,191,0
2026-01-24,Northern Illinois,Ball State,-5.5,-5.5,0.7005404563033617,53,58,,,0
2026-01-24,TCU,Baylor,-3.5,-4.5,0.6546755467200012,97,90,100,0,0
2026-01-24,Jackson State,Bethune-Cookman,-7.5,-9.5,0.8677056830306478,48,85,100,187,0
2026-01-24,Air Force,Boise State,-23.5,-20.5,0.9892010239417134,54,96,100,0,0
2026-01-24,Illinois-Chicago,Bradley,-6.5,-2.5,0.5913742492757437,85,70,100,187,0
2026-01-24,Vermont,Bryant,6.5,6.5,0.2285458038336755,62,52,,,0
2026-01-24,Utah Valley,California Baptist,1.5,4.5,0.31536522457565075,71,78,100,0,0
2026-01-24,Cal State Fullerton,Cal Poly,1.5,4.5,0.3345359122085072,93,78,100,183,0
2026-01-24,Monmouth,Campbell,-5.5,-6.5,0.7071461663743671,88,73,100,0,0
2026-01-24,Elon,Charleston,-3.5,3.5,0.4068740003653897,70,80,100,0,0
2026-01-24,Southern Miss,Coastal Carolina,-2.5,-2.5,0.6487986206414509,67,85,,,0
2026-01-24,Boston University,Colgate,-7.5,-7.5,0.7962528340409443,79,80,,,0
2026-01-24,UCF,Colorado,-2.5,1.5,0.4229617932276035,95,86,100,183,0
2026-01-24,Columbia,Dartmouth,1.5,1.5,0.3990669370717759,79,69,,,0
2026-01-24,VCU,Davidson,5.5,5.5,0.28486544905688926,75,69,,,0
2026-01-24,Seton Hall,DePaul,2.5,4.5,0.3451536407613516,60,67,100,0,0
2026-01-24,North Dakota,Denver,-4.5,-5.5,0.7272406729062101,93,86,100,0,0
2026-01-24,Oakland,Detroit-Mercy,6.5,5.5,0.2854300685278982,95,87,100,0,0
2026-01-24,Northeastern,Drexel,-5.5,-9.5,0.8223031182023159,78,83,100,0,0
2026-01-24,Wake Forest,Duke,-17.5,-13.5,0.9326220041463152,69,90,100,0,0
2026-01-24,Kent State,Eastern Michigan,4.5,2.5,0.3804849409099922,76,75,100,187,0
2026-01-24,Sacramento State,Eastern Washington,-5.5,-3.5,0.6108876609703087,67,75,100,0,0
2026-01-24,Canisius,Fairfield,-10.5,-8.5,0.7922828250007019,55,61,100,195,0
2026-01-24,Alcorn State,Florida A&M,-7.5,-6.5,0.7426990540748646,58,66,100,0,0
2026-01-24,Auburn,Florida,-11.5,-7.5,0.7557067414080784,76,67,100,191,0
2026-01-24,Grand Canyon,Fresno State,3.5,2.5,0.40452784036656586,68,57,100,0,0
2026-01-24,Richmond,George Washington,-8.5,-5.5,0.7480284368198561,69,85,100,0,0
2026-01-24,Troy,Georgia Southern,4.5,8.5,0.19561397583665607,83,78,100,191,0
2026-01-24,Arkansas State,Georgia State,4.5,4.5,0.31920749866073084,81,82,,,0
2026-01-24,Clemson,Georgia Tech,7.5,6.5,0.24102095040314464,77,63,100,0,0
2026-01-24,San Francisco,Gonzaga,-18.5,-19.5,0.9807422705372023,66,68,100,0,0
2026-01-24,UNC Wilmington,Hampton,3.5,5.5,0.27397179939218297,75,67,100,200,0
2026-01-24,Cornell,Harvard,-2.5,-0.5,0.48966411881897187,86,79,100,187,0
2026-01-24,Cal State Northridge,Hawaii,-9.5,-11.5,0.874154958318504,68,89,100,191,0
2026-01-24,American,Holy Cross,2.5,6.5,0.22664668512186414,76,67,100,200,0
2026-01-24,UT Rio Grande Valley,Houston Christian,-1.5,7.5,0.1931205329560216,68,51,100,200,0
2026-01-24,Morgan State,Howard,-13.5,-12.5,0.8927504760884998,78,77,100,191,0
2026-01-24,Portland State,Idaho,-2.5,-0.5,0.5047694629757514,69,66,100,200,0
2026-01-24,Texas A&M-CC,Incarnate Word,3.5,-1.5,0.5112978243417274,79,71,100,0,0
2026-01-24,Drake,Indiana State,-2.5,-1.5,0.4940249545796236,76,62,100,191,0
2026-01-24,Manhattan,Iona,-8.5,-10.5,0.8680723589841592,57,66,100,191,0
2026-01-24,Eastern Kentucky,Jacksonville,-1.5,-5.5,0.6942421589202575,76,81,100,195,0
2026-01-24,Texas State,James Madison,-4.5,1.5,0.5497294284248531,57,82,100,0,0
2026-01-24,Kansas,Kansas State,4.5,4.5,0.32765187365721893,86,62,,,0
2026-01-24,Ole Miss,Kentucky,-9.5,-8.5,0.8195014214729393,63,72,100,183,0
2026-01-24,Stephen F. Austin,Lamar,4.5,7.5,0.24736661484334166,88,81,100,187,0
2026-01-24,Lafayette,LeHigh,-4.5,-7.5,0.7868101574130567,59,64,100,195,0
2026-01-24,Delaware,Liberty,-15.5,-18.5,0.9812511573452528,51,67,100,200,0
2026-01-24,Tennessee State,Lindenwood,-3.5,-8.5,0.7834538651928095,96,86,100,0,0
2026-01-24,UC Santa Barbara,Long Beach State,4.5,4.5,0.31584931915874115,74,71,,,0
2026-01-24,Virginia Tech,Louisville,-12.5,-9.5,0.8513805290926533,71,85,100,0,0
2026-01-24,Duquesne,Loyola (IL),5.5,13.5,0.05972959000931133,71,59,100,191,0
2026-01-24,Bucknell,Loyola (MD),1.5,-5.5,0.694055112534819,62,67,100,195,0
2026-01-24,Binghamton,Maine,-4.5,-3.5,0.67237436516727,63,79,100,0,0
2026-01-24,Quinnipiac,Marist,-3.5,-5.5,0.7106348819402624,64,71,100,195,0
2026-01-24,New Orleans,McNeese,-18.5,-18.5,0.9788115635133672,63,82,,,0
2026-01-24,Saint Peter's,Merrimack,-3.5,2.5,0.4537029899939229,59,67,100,0,0
2026-01-24,Maryland,Michigan State,-18.5,-19.5,0.9868640067491118,48,91,100,187,0
2026-01-24,Nebraska,Minnesota,5.5,6.5,0.2072173870346955,76,57,100,191,0
2026-01-24,Vanderbilt,Mississippi St.,7.5,9.5,0.12945516653312006,88,56,100,187,0
2026-01-24,Oklahoma,Missouri,-4.5,-5.5,0.7029151665027799,87,88,100,0,0
2026-01-24,Idaho State,Montana,-4.5,-5.5,0.7117573470251358,60,69,100,191,0
2026-01-24,Weber State,Montana State,-8.5,-8.5,0.7916296858363298,88,91,,,0
2026-01-24,Eastern Illinois,Morehead State,-4.5,-6.5,0.7358089812248557,68,73,100,195,0
2026-01-24,Rider,Mount St. Mary's,-8.5,-10.5,0.8483987732380156,61,71,100,200,0
2026-01-24,Army,Navy,-10.5,-11.5,0.9157953930078114,56,84,100,200,0
2026-01-24,Albany,New Hampshire,-1.5,-4.5,0.7089012780272298,72,80,100,195,0
2026-01-24,Nevada,New Mexico,-7.5,-4.5,0.6821436393624365,73,80,100,191,0
2026-01-24,Florida International,New Mexico State,-7.5,-5.5,0.6693498145602876,81,78,100,195,0
2026-01-24,Coppin State,Norfolk State,-14.5,-17.5,0.9817588642706495,76,103,100,200,0
2026-01-24,Towson,North Carolina A&T,7.5,3.5,0.42379954207083115,73,80,100,195,0
2026-01-24,Bellarmine,North Florida,5.5,-1.5,0.5862469673934708,114,117,100,187,0
2026-01-24,Northern Colorado,Northern Arizona,5.5,6.5,0.24579509371094166,77,81,100,0,0
2026-01-24,Murray State,Northern Iowa,1.5,-1.5,0.562567299288563,76,81,100,183,0
2026-01-24,Boston College,Notre Dame,-7.5,-7.5,0.7741837819594442,64,68,,,0
2026-01-24,Iowa State,Oklahoma State,9.5,6.5,0.23057694117164196,84,71,100,0,0
2026-01-24,North Dakota State,Oral Roberts,9.5,10.5,0.10512576921878636,86,58,100,183,0
2026-01-24,Seattle,Pacific,-2.5,-4.5,0.6669677667094802,54,56,100,0,0
2026-01-24,Yale,Pennsylvania,6.5,7.5,0.1929865632993064,77,60,100,191,0
2026-01-24,NC State,Pittsburgh,6.5,7.5,0.2226557559577943,81,72,100,187,0
2026-01-24,Saint Mary's,Portland,14.5,10.5,0.13735655864333562,75,69,100,191,0
2026-01-24,Alabama State,Prairie View A&M,-3.5,-10.5,0.876395593875691,95,80,100,0,0
2026-01-24,Winthrop,Presbyterian,5.5,5.5,0.2530181398633633,82,72,,,0
2026-01-24,Brown,Princeton,-4.5,-2.5,0.6354197328815998,53,63,100,0,0
2026-01-24,Georgetown,Providence,-5.5,-5.5,0.6789525281151225,81,78,,,0
2026-01-24,Illinois,Purdue,-5.5,-5.5,0.7106869209428134,88,82,,,0
2026-01-24,George Mason,Rhode Island,2.5,6.5,0.2754243372019325,65,74,100,0,0
2026-01-24,Green Bay,Robert Morris,-5.5,-5.5,0.7115791874175473,71,67,,,0
2026-01-24,Nicholls State,Southeastern Louisiana,-1.5,2.5,0.46793936514775514,61,67,100,0,0
2026-01-24,Tennessee Tech,SIU-Edwardsville,-8.5,-12.5,0.9137220453559733,58,62,100,0,0
2026-01-24,Florida State,SMU,-12.5,-13.5,0.9276698141974368,80,83,100,0,0
2026-01-24,Niagara,Sacred Heart,-9.5,-10.5,0.8790809753425375,70,71,100,0,0
2026-01-24,Dayton,Saint Joseph's,5.5,3.5,0.39470113886602554,74,81,100,195,0
2026-01-24,Western Kentucky,Sam Houston State,-4.5,-10.5,0.8840563011480121,58,73,100,183,0
2026-01-24,Chattanooga,Samford,-4.5,1.5,0.5222563170961644,64,75,100,0,0
2026-01-24,Santa Clara,San Diego,13.5,8.5,0.20389914923607055,85,73,100,191,0
2026-01-24,St. Thomas,South Dakota,10.5,6.5,0.23388270941904366,90,78,100,0,0
2026-01-24,Arkansas-Pine Bluff,Southern,-7.5,-11.5,0.880442155664737,75,74,100,0,0
2026-01-24,California,Stanford,-4.5,1.5,0.44897399609291266,78,66,100,187,0
2026-01-24,Miami (FL),Syracuse,1.5,-0.5,0.4873018490509986,85,76,100,0,0
2026-01-24,South Carolina,Texas A&M,-10.5,-7.5,0.8249767616694613,69,92,100,0,0
2026-01-24,Georgia,Texas,-3.5,-1.5,0.592884545432889,67,87,100,0,0
2026-01-24,Alabama A&M,Texas Southern,1.5,-1.5,0.49169816713718517,74,89,100,191,0
2026-01-24,Houston,Texas Tech,1.5,-3.5,0.6461042925890911,86,90,100,183,0
2026-01-24,Bowling Green,Toledo,1.5,3.5,0.36671529373774236,72,73,100,0,0
2026-01-24,UC Riverside,UC Davis,-8.5,-11.5,0.887501629120292,66,74,100,0,0
2026-01-24,UC Irvine,UC San Diego,-2.5,-1.5,0.5357210040507145,61,59,100,187,0
2026-01-24,Northwestern,UCLA,-7.5,-5.5,0.7167476723641636,64,71,100,191,0
2026-01-24,Villanova,UConn,-10.5,-9.5,0.8302199811240236,67,75,100,183,0
2026-01-24,Umass Lowell,UMBC,-1.5,-7.5,0.8429204573124509,56,79,100,191,0
2026-01-24,Omaha,UMKC,4.5,5.5,0.2815720501443407,77,60,100,191,0
2026-01-24,San Diego State,UNLV,5.5,3.5,0.37883827009341275,82,71,100,0,0
2026-01-24,Missouri State,UTEP,1.5,0.5,0.5350407883150632,62,57,100,0,0
2026-01-24,Temple,UTSA,11.5,13.5,0.07130396553551366,70,64,100,0,0
2026-01-24,Southern Utah,Utah Tech,-6.5,-9.5,0.8507474399074979,91,102,100,195,0
2026-01-24,North Carolina,Virginia,-6.5,-7.5,0.7501005970054525,85,80,100,0,0
2026-01-24,Pepperdine,Washington State,-10.5,-7.5,0.7884733543516245,79,95,100,0,0
2026-01-24,Queens University,West Georgia,7.5,7.5,0.23279018718062694,66,74,,,0
2026-01-24,VMI,Western Carolina,-8.5,-11.5,0.9093995617040456,58,88,100,191,0
2026-01-24,Central Michigan,Western Michigan,-4.5,-7.5,0.7962276695029382,65,77,100,183,0
2026-01-24,Memphis,Wichita State,-3.5,-4.5,0.7025766189775488,59,74,100,200,0
2026-01-24,Hofstra,William & Mary,-2.5,-3.5,0.6731728401841217,82,89,100,183,0
2026-01-24,Mercer,Wofford,2.5,4.5,0.3290355806410873,77,80,100,0,0
2026-01-24,Northern Kentucky,Wright State,-2.5,-4.5,0.7102368455111977,80,88,100,191,0
2026-01-24,San Jose State,Wyoming,-13.5,-14.5,0.9476323562467738,62,66,100,0,0
2026-01-24,St. John's,Xavier,8.5,4.5,0.328499870300321,88,83,100,183,0
2026-01-24,Milwaukee,Youngstown State,-6.5,-11.5,0.8590976500159061,65,64,100,0,0
2026-01-25,Chicago State,Mercyhurst,-9.5,-16.5,0.9598555573007232,59,61,100,0,0.8771929824561404
2026-01-25,Florida Atlantic,South Florida,-4.5,-7.5,0.7663220452200418,75,89,100,183,0.6802721088435374
2026-01-25,Oregon,Washington,-9.5,-8.5,0.8267082996822233,57,72,100,0,0.8547008547008548
2026-01-25,USC,Wisconsin,-7.5,-5.5,0.7232475251942713,73,71,100,187,0.7751937984496123
2026-01-26,Arizona,BYU,1.5,-1.5,0.5539513254946189,86,83,100,0,0.47619047619047616
2026-01-26,Alcorn State,Bethune-Cookman,-12.5,-13.5,0.9296174910951894,73,82,100,0,0.9345794392523364
2026-01-26,Louisville,Duke,-6.5,-9.5,0.8293144992952136,52,83,100,183,0.7633587786259541
2026-01-26,Le Moyne,Fairleigh Dickinson,2.5,-1.5,0.5300940068282305,87,74,100,0,0.4444444444444444
2026-01-26,Jackson State,Florida A&M,-5.5,-6.5,0.737785569039146,66,65,100,0,0.7042253521126761
2026-01-26,Morgan State,Norfolk State,-9.5,-13.5,0.9227638975056552,79,78,100,0,0.8474576271186441
2026-01-26,Penn State,Ohio State,-12.5,-18.5,0.9760886011260068,78,84,100,0,0.9259259259259258
2026-01-26,Delaware State,South Carolina State,-1.5,-2.5,0.5916397593903169,64,70,100,195,0.5555555555555556
2026-01-26,Central Connecticut,Stonehill,2.5,6.5,0.25401884279041864,59,61,100,0,0.4347826086956522
2026-01-08,Abilene Christian,Tarleton State,-4.5,-7.5,0.7844767177407452,84,80,100,0,0.6756756756756757
2026-01-26,UT Rio Grande Valley,Texas A&M-CC,-3.5,-5.5,0.6993659458982577,64,55,100,0,0.6369426751592356
2026-01-27,Toledo,Akron,-12.5,-12.5,0.8994245295299284,81,91,,,0.9259259259259258
2026-01-27,Missouri,Alabama,-10.5,-8.5,0.8183151618208558,64,90,100,0,0.8928571428571428
2026-01-27,Buffalo,Bowling Green,-7.5,-7.5,0.78710219737201,89,78,,,0.8
2026-01-27,Eastern Michigan,Central Michigan,3.5,1.5,0.44137794654131834,65,100,100,191,0.4
2026-01-27,Rhode Island,Dayton,-8.5,-6.5,0.7569287061064649,81,76,100,195,0.8
2026-01-27,Incarnate Word,Houston Christian,1.5,4.5,0.3202260908898358,75,81,100,0,0.48780487804878053
2026-01-27,Purdue,Indiana,5.5,1.5,0.45925622488484874,67,72,100,191,0.3448275862068966
2026-01-27,Ohio,Kent State,-7.5,-12.5,0.9158483571781683,57,72,100,187,0.7936507936507936
2026-01-27,East Texas A&M,Lamar,-7.5,-6.5,0.7613155619491205,61,82,100,0,0.7751937984496123
2026-01-27,Saint Joseph's,Loyola (IL),3.5,11.5,0.11772049069184964,85,64,100,183,0.4166666666666667
2026-01-27,Creighton,Marquette,2.5,4.5,0.34709135546089476,62,86,100,0,0.45454545454545453
2026-01-27,Massachusetts,Miami (OH),-9.5,-13.5,0.9219921670567275,84,86,100,0,0.8474576271186441
2026-01-27,Nebraska,Michigan,-10.5,-7.5,0.7932833371358048,72,75,100,195,0.8771929824561404
2026-01-27,Syracuse,NC State,-10.5,-10.5,0.8731541897075819,68,88,,,0.8928571428571428
2026-01-27,Grand Canyon,Nevada,-3.5,-4.5,0.6543610181186441,60,66,100,183,0.6493506493506493
2026-01-27,New Orleans,Nicholls State,-4.5,-3.5,0.6323560847285743,80,62,100,195,0.6622516556291391
2026-01-27,Western Michigan,Northern Illinois,1.5,-0.5,0.5031028531191808,65,85,100,191,0.47619047619047616
2026-01-27,Virginia,Notre Dame,9.5,7.5,0.22533839945676082,100,97,100,195,0.2
2026-01-27,Arkansas,Oklahoma,2.5,3.5,0.3605769070257565,83,79,100,195,0.4347826086956522
2026-01-27,Wake Forest,Pittsburgh,-1.5,2.5,0.40487228899465033,76,80,100,0,0.5555555555555556
2026-01-26,Alabama A&M,Prairie View A&M,-1.5,-4.5,0.6834217890352625,80,60,100,0,0.5747126436781609
2026-01-27,Michigan State,Rutgers,14.5,15.5,0.05156148459983978,88,79,100,0,0.08333333333333333
2026-01-27,McNeese,Southeastern Louisiana,11.5,15.5,0.05335053173240567,76,66,100,0,0.14285714285714285
2026-01-27,George Washington,Saint Louis,-10.5,-12.5,0.9051030223448637,76,79,100,0,0.8695652173913044
2026-01-27,Boise State,San Jose State,10.5,10.5,0.13277469746534076,89,58,,,0.17391304347826086
2026-01-27,Northwestern State,Stephen F. Austin,-14.5,-17.5,0.9666400026435259,67,69,100,0,0.9523809523809523
2026-01-27,Alabama State,Texas Southern,-1.5,-7.5,0.7724615125403099,64,96,100,200,0.53475935828877
2026-01-27,Arizona State,UCF,-8.5,-7.5,0.7900536476355198,76,79,100,191,0.8064516129032259
2026-01-27,Providence,UConn,-16.5,-13.5,0.9278468194795041,81,87,100,195,0.970873786407767
2026-01-27,Indiana State,Illinois-Chicago,-6.5,-9.5,0.8385361111458004,74,76,100,0,0.7352941176470588
2026-01-27,New Mexico,UNLV,4.5,5.5,0.28085786635196464,89,61,100,195,0.36363636363636365
2026-01-27,Richmond,VCU,-10.5,-6.5,0.7632649576863588,69,77,100,187,0.8849557522123894
2026-01-27,Kentucky,Vanderbilt,-6.5,-9.5,0.8418116910939804,55,80,100,191,0.7518796992481203
2026-01-27,Georgia Tech,Virginia Tech,-9.5,-7.5,0.7910554551107615,65,71,100,191,0.8695652173913044
2026-01-27,Kansas State,West Virginia,-7.5,-5.5,0.7169666875557135,54,59,100,183,0.8
2026-01-28,Old Dominion,Arkansas State,-9.5,-11.5,0.8890154087130091,75,71,100,0,0.819672131147541
2026-01-28,LeHigh,Army,2.5,-0.5,0.5068939704823059,64,67,100,191,0.4347826086956522
2026-01-28,Texas,Auburn,-6.5,-6.5,0.7532735628705227,82,88,,,0.7352941176470588
2026-01-28,West Georgia,Bellarmine,-5.5,-5.5,0.6985989919397558,74,77,,,0.6944444444444444
2026-01-28,Navy,Boston University,1.5,8.5,0.17924069433155976,58,50,100,195,0.47619047619047616
2026-01-28,Baylor,Cincinnati,-3.5,-3.5,0.6292832276763443,57,67,,,0.6369426751592356
2026-01-28,Holy Cross,Colgate,-10.5,-12.5,0.9095517816052852,74,79,100,0,0.8928571428571428
2026-01-28,Evansville,Drake,-9.5,-13.5,0.9284455186773598,78,82,100,0,0.8695652173913044
2026-01-28,St. Bonaventure,Duquesne,-3.5,-2.5,0.5772128120138817,87,79,100,195,0.6211180124223602
2026-01-28,Rice,East Carolina,-1.5,4.5,0.3393301127445667,83,77,100,195,0.5464480874316939
2026-01-28,Austin Peay,Eastern Kentucky,-1.5,3.5,0.3768617908555032,90,82,100,200,0.5464480874316939
2026-01-28,Jacksonville State,Florida International,-4.5,-4.5,0.661147385598138,78,74,,,0.6622516556291391
